label,text,answer
LITERATURE,"""His story """"Ms. Found in a Bottle"""" was the prize-winning entry in an 1833 newspaper contest""",Edgar Allan Poe
MUSIC,This Beatles tune was the 2nd Top 10 hit for Sergio Mendes & Brasil '66,Fool on the Hill
SCIENCE,"The simplest of the aldehyde compounds, it prevents deterioration of protein-rich substances",Formaldehyde
LITERATURE,"""He wrote """"The Bride Comes to Yellow Sky"""", """"The Blue Hotel"""" & """"The Red Badge of Courage""""""",Stephen Crane
LITERATURE,Little Women is set during this war,the Civil War
HISTORY,It's where Lafayette spent the winter of 1777-78,Valley Forge
GEOGRAPHY,"""In ancient times, this """"mother"""" river of Russia was known as the Rha""",Volga
MUSIC,"""Torture me with this metal band that gave us the album """"The Number of the Beast""""""",Iron Maiden
MUSIC,"From 1933 to 1935, he served as president of Germany's Reichmusikkammer, or chamber of state music",Richard Strauss
HISTORY,"""In 1932 this Republican was elected governor of Kansas; he won reelection in 1934""",Alf Landon
MUSIC,"""In 1891 this Russian composer conducted his own """"Marche Solennelle"""" opening week at Carnegie Hall""",Tchaikovsky
LITERATURE,"""His widow Felicity said he would have loved the new """"Charlie and the Chocolate Factory"""" movie; he hated the old one""",Roald Dahl
SCIENCE,"Newton, Cassegrain, Schmidt & Maksutov all have types of this instrument named for them",Telescope
SCIENCE,Simple ones are classified as monosaccharides,carbohydrates
GEOGRAPHY,"Called the most important of Rome's 7 Hills, it was home to upper class villas",Palatine Hill
HISTORY,"In 1864 Austria & Prussia went to war with Denmark, winning Schleswig & this duchy",Holstein
HISTORY,"In January of 1926, Theodoros Pangalos declared himself dictator of this country - he was deposed in August",Greece
GEOGRAPHY,"Idaho's largest city, it's almost 3 times as populous as Pocatello, the second largest",Boise
LITERATURE,"Balzac & Stendahl were early proponents of realism, which was a reaction against this movement",Romanticism
MUSIC,"Here Hugo again, quipped Playbill when this long-running musical returned to Broadway in 2006",Les Miserables
SCIENCE,"In mission types it precedes -and-attack, -and-destroy & -and-rescue",Search
HISTORY,"In the first census conducted in 1790, this state, with nearly 692,000 people, was the most populous",Virginia
SCIENCE,DEFCON with this number means the military is at maximum readiness,1
LITERATURE,"""The last of Andre Chenier's moving poems """"Iambes"""" date from just before his death by this in July 1794""",guillotine
HISTORY,In 1571 this Spanish king's forces helped defeat the Turks at Lepanto,Phillip II
HISTORY,Around 1605 Dutchman Willem Jansz became the first European to sight this continent,Australia
HISTORY,In 1997 this U.N. secy.-general became the first international guest of President Clinton's second term,Kofi Annan
HISTORY,"""This monarch on whom the Magna Carta was forced has been called """"the worst king ever to rule England""""""",King John
SCIENCE,"""From the Latin for """"about a day"""", these body rhythms govern cycles of wakefulness & sleep""",circadian rhythms
LITERATURE,"""This subject of a Longfellow poem watched with eager search the belfry-tower of the Old North Church""""""",Paul Revere
MUSIC,Her First Roman starred Richard Kiley as Julius Caesar & Leslie Uggams as this captivating queen,Cleopatra
SCIENCE,The process by which neutral atoms become electrically charged is called this,ionization
MUSIC,"""The oldest form of stringed keyboard instrument, its name means """"key-string""""""",clavichord
HISTORY,Shawls & other demure fashions became popular when she ascended the British throne in 1837,Queen Victoria
HISTORY,In 1967 this country exploded its 1st H-bomb at its Lob Nor test site in Sinkiang province,(Red) China
LITERATURE,He's the puppy seen here,Spot
LITERATURE,"""This author who battled Alzheimer's in her final years was the subject of the movie """"Iris""""""",Iris Murdoch
GEOGRAPHY,The Russians call this sea between Asia & Europe Chernoye More,Black Sea
LITERATURE,"In this 1866 Dostoevsky novel, a student named Raskolnikov murders an old woman pawnbroker & her sister",Crime and Punishment
SCIENCE,Samuel Schwabe got deeply into sunspots after trying to find a planet crossing the sun closer than this one,Mercury
GEOGRAPHY,Plains called the Llanos in Colombia & Venezuela are drained by this river,the Orinoco
LITERATURE,The city of Mildendo on this island is encompassed by a wall 2 1/2 feet high,Lilliput
MUSIC,"""She was the woman in the title of the 1977 album """"Allman And Woman: Two The Hard Way""""""",Cher
GEOGRAPHY,"""Israel's northernmost region; Jesus spent most of his life there""",Galilee
LITERATURE,"""This great dramatist's works include """"Tamburlaine the Great"""" & """"The Tragical History of Dr. Faustus""""""",Christopher Marlowe
MUSIC,This Broadway tune was Louis Armstrong's only Top 40 hit in the 1960s,"Hello, Dolly!"
MUSIC,This man with a 1961 No. 1 hit had a father with a 1935 No. 1 & 2 sons who teamed up for a 1990 No. 1,Ricky Nelson
LITERATURE,"""After WWI he wrote, """"To develop a horse-surgery… would necessitate a knowledge of horse language""""""",Hugh Lofting (author of the Doctor Doolittle books)
LITERATURE,"""The Sebastopol Sketches, """"The Cossacks"""", """"The Death of Ivan Ilyich""""""",Tolstoy
GEOGRAPHY,This state's Panhandle limits Alabama's Gulf of Mexico coastline to the area around Mobile Bay,Florida
SCIENCE,This one of the simple machines can be made by using a wheel & a rope,pulley
HISTORY,In 1864 this man joined his father-in-law Eberhard Anheuser in the brewing business,Adolphus Busch
SCIENCE,About 1 in 400 African-Americans has this hereditary disease affecting the hemoglobin,sickle-cell anemia
LITERATURE,"""His titles include """"The Kandy-Kolored Tangerine-Flake Streamline Baby"""" & """"The Pump House Gang""""""",Tom Wolfe
MUSIC,Itzhak Perlman,violin
HISTORY,"""This U.S. president was nicknamed """"Matty""""""",Martin Van Buren
HISTORY,"2 famous cities, one in Greece, the other a capital of ancient Egypt, were both named this",Thebes
GEOGRAPHY,"Contrary to name, this world's largest island is primarily icecap",Greenland
LITERATURE,"""Trapped in the cave, Cassim yelled, """"Open, Wheat!"""" & """"Open, Barley!"""" when he forgot this phrase""","Open, Sesame!"
LITERATURE,"""While serving time in prison, he wrote """"Soul on Ice"""", a series of essays on prejudice & racism""",Eldridge Cleaver
HISTORY,"After the 1881 gunfight at the O.K. Corral, Virgil Earp lost his job as this city's marshall",Tombstone
MUSIC,"""This group's over-the-top video for """"I Write Sins Not Tragedies"""" won Video of the Year at the 2006 MTV VMAs""",Panic! at the Disco
LITERATURE,"""His """"Voyages Extraordinaires"""" include one """"From the Earth to the Moon"""" & one """"To the Center of the Earth""""""",Jules Verne
LITERATURE,"""Percy Shelley wrote his lyrical drama """"Hellas"""" in this city, known for its leaning tower""",Pisa
MUSIC,"""This great 20th century Hungarian composer wrote the music for the ballet """"The Wooden Prince""""""",(Béla) Bartók
GEOGRAPHY,Sri Jayawardenepura Kotte is the admministrative capital of this country,Sri Lanka (Ceylon)
HISTORY,This 12th century French theologian lost more than his head over the niece of a vengeful cleric,Peter Abelard
MUSIC,"""He could be one of Scooby Doo's crew, but this reggae star made """"Angel"""" a big hit in 2001""",Shaggy
HISTORY,"Successor to the Manhattan Project, this agency, the AEC, was established in 1946",Atomic Energy Commission
MUSIC,"Roxie, Velma & Billy Flynn paint this title town red 8 shows a week at the Ambassador Theatre",Chicago
GEOGRAPHY,"Once known as the Escholtz Islands, this atoll in the Marshall Islands was the site of U.S. nuclear tests",Bikini
HISTORY,"Tradition says this country's first emperor, Menelik I, was the son of King Solomon & the Queen of Sheba",Ethiopia
GEOGRAPHY,Island that's home to the picturesque Mount Fujiyama,Honshu
LITERATURE,The title of this 1965 Frank Herbert novel refers to the desert planet of Arrakis,Dune
MUSIC,"""Total number of musicians you need to play all of """"The Music Man""""'s trombones & coronets in the big parade""",186 (76 + 110)
HISTORY,"""This man who lost the 1948 presidential election was referred to as """"the little man on the wedding cake""""""",(Thomas) Dewey
MUSIC,"Over The Rainbow man Yip Harburg also co-wrote this show about bigotry & leprechauns, revived in 2009",Finian's Rainbow
MUSIC,"""This 2-word phrase can mean a counterfeit bill or, when you """"strike"""" it, a mistake in tone""",a false note
MUSIC,"Halloween concerts often include this, Opus 40 by Saint-Saens, with a xylophone imitating rattling bones",the Danse Macabre
HISTORY,The number of times the modern Olympics have been canceled due to war,3 times
HISTORY,"According to legend, he was a swineherd before he conquered the Incas",Francisco Pizarro
HISTORY,"In May of 1780, Gen. Benjamin Lincoln was forced to surrender this South Carolina port to the British",Charleston
LITERATURE,"""Besides the title role in """"The Bride of Frankenstein """", Elsa Lanchester also played this writer""",Mary Shelley
MUSIC,"""Title that completes the Irving Berlin lyric heard here:  """"Oh, I love to go out fishing, in a river or a creek, but I don't enjoy it half as much as dancing....""""""",Cheek To Cheek
HISTORY,Great Persian king's parasitic microscopic organisms,Cyrus's viruses
GEOGRAPHY,Uranium mined from this Canadian Arctic lake with an animal name was used to make the WWII atomic bombs,Great Bear Lake
SCIENCE,"Noticing ill effects, the Roman, Vitruvius, recommended water pipes be made of clay rather than this",lead
MUSIC,"""Charles Strouse wrote the music for """"Annie"""" & this composer did the music for """"Annie Get Your Gun""""""",Irving Berlin
SCIENCE,The tricuspid valves help separate the atria from these heart cavities,the ventricles
MUSIC,"""One of the big concert tours of the '90s was the """"Black & Wy"""" tour; he was the Black & she was the Wy""",Clint Black & Wynonna Judd
HISTORY,"At the Congress of Vienna, William I of the Netherlands traded Nassau for this Duchy",Luxembourg
HISTORY,"""This """"Great"""" program launched by Mao in 1958 cost millions of lives in an attempt at industrial development""",the Great Leap Forward
HISTORY,"On Sept. 17, 1796 he issued his farewell address",George Washington
LITERATURE,"""She went abroad to visit Cro-Magnon caves after writing """"The Clan of the Cave Bear""""""",(Jean) Auel
LITERATURE,"""Lord Byron wrote wistfully, """"I am ashes where once I was"""" this""",fire
HISTORY,Follow the Drinking Gourd tells how slaves escaped to freedom guided by a song about this star group,the Big Dipper
SCIENCE,2-word literary term for when a character gets his just deserts in an especially appropriate way,poetic justice
SCIENCE,"""In an experiment, it's the """"group"""" of people not receiving the treatment under study""",the control group
MUSIC,If I Were A Rich Man,Fiddler on the Roof
MUSIC,If I Were A Rich Man,Fiddler on the Roof
MUSIC,"""Saint-Saens' """"Carnival Of The Animals"""" was composed for 2 of these instruments & ensemble""",piano
MUSIC,This instrument with a 2-word metallic name has become associated with the hula,a steel guitar
MUSIC,Billy Corgan of this band wasn't Melon Collie when its third album sold over 4 million copies,The Smashing Pumpkins
SCIENCE,Term for a substance that can't be broken down into simpler substances by chemical means,element
LITERATURE,"""His 1922 novella """"Siddhartha"""" tells the story of an Indian boy on a spiritual journey during the time of Buddha""",(Hermann) Hesse
HISTORY,The 2 Southern African colonies that won full independence from Portugal in the mid-1970s,Angola & Mozambique
HISTORY,"Adopted July 4, 1776: The ____ of ____",the Declaration of Independence
SCIENCE,"You deserve to be crowned if you know that sassafras, avocado & cinnamon are all part of this family",the laurel family
HISTORY,"""The Federalists called it """"Mr. Madison's War""""""",War of 1812
LITERATURE,"""This """"Ship of Fools"""" author won a Pulitzer & the National Book Award for her 1965 """"Collected Stories""""""",Katherine Anne Porter
HISTORY,"Enticed by a 1915 treaty giving it Trieste, this country joined WWI's Allies",Italy
HISTORY,"""During the naval battle for this Alabama bay, David Farragut uttered, """"Damn the torpedoes!  Full speed ahead!""""""",Mobile Bay
